name,price,location,posted_date,image_name,img_link,description,price_type
نجفه كريستال,"EGP 5,000","El Khamayel Compound, Sheikh Zayed",45 minutes ago,نجفه كريستال.jpg,https://images.dubizzle.com.eg/thumbnails/137307941-400x300.jpeg,"نجفه كريستال. السعر: جنيه مصري 5000. الموقع: El Khamayel Compound, Sheikh Zayed.  تم النشر منذ 45 دقيقة مضت.",Negotiable
الساعه حائط,EGP 300,"Hadayek 6th of October, Hadayek October",46 minutes ago,الساعه حائط.jpg,https://images.dubizzle.com.eg/thumbnails/137307908-400x300.jpeg,"الساعه حائط. السعر: جنيه مصري 300. الموقع: Hadayek 6th of October, Hadayek October.  تم النشر منذ 46 دقيقة مضت.",Fixed
سماعات أذن لاسلكية P40i,"EGP 2,500","Helwan, Cairo",47 minutes ago,سماعات أذن لاسلكية P40i.jpg,https://images.dubizzle.com.eg/thumbnails/137307870-400x300.jpeg,"سماعات أذن لاسلكية P40i. السعر: جنيه مصري 2500. الموقع: Helwan, Cairo.  تم النشر منذ 47 دقيقة مضت.",Negotiable
دولاب خشب,"EGP 6,000","Hurghada, Red Sea",48 minutes ago,دولاب خشب.jpg,https://images.dubizzle.com.eg/thumbnails/137307838-400x300.jpeg,"دولاب خشب. السعر: جنيه مصري 6000. الموقع: Hurghada, Red Sea. مصنوع من الخشب تم النشر منذ 48 دقيقة مضت.",Negotiable
سفر فخمه للبيع,"EGP 40,000","Fayoum City, Fayoum",49 minutes ago,سفر فخمه للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137307709-400x300.jpeg,"سفر فخمه للبيع. السعر: جنيه مصري 40000. الموقع: Fayoum City, Fayoum.  تم النشر منذ 49 دقيقة مضت.",Negotiable
نجفه كريستال,"EGP 5,000","El Khamayel Compound, Sheikh Zayed",51 minutes ago,نجفه كريستال.jpg,https://images.dubizzle.com.eg/thumbnails/137307681-400x300.jpeg,"نجفه كريستال. السعر: جنيه مصري 5000. الموقع: El Khamayel Compound, Sheikh Zayed.  تم النشر منذ 51 دقيقة مضت.",Fixed
نجفه ٦ شمعه,EGP 800,"Ramses + Ramses Extension, Cairo",49 minutes ago,نجفه ٦ شمعه.jpg,https://images.dubizzle.com.eg/thumbnails/107305465-400x300.jpeg,"نجفه ٦ شمعه. السعر: جنيه مصري 800. الموقع: Ramses + Ramses Extension, Cairo.  تم النشر منذ 49 دقيقة مضت.",Negotiable
مطبخ ٣ قطع,"EGP 2,000","Rehab City Compound, New Cairo",55 minutes ago,مطبخ ٣ قطع.jpg,https://images.dubizzle.com.eg/thumbnails/137307565-400x300.jpeg,"مطبخ ٣ قطع. السعر: جنيه مصري 2000. الموقع: Rehab City Compound, New Cairo.  تم النشر منذ 55 دقيقة مضت.",Fixed
بوفيه نيش قطعتين,"EGP 8,000","Seyouf, Alexandria",58 minutes ago,بوفيه نيش قطعتين.jpg,https://images.dubizzle.com.eg/thumbnails/130436555-400x300.jpeg,"بوفيه نيش قطعتين. السعر: جنيه مصري 8000. الموقع: Seyouf, Alexandria.  تم النشر منذ 58 دقيقة مضت.",Fixed
سجاده شبه جديده انفرشت مره واحده قطيفه 2في 3,EGP 900,"Mokattam, Cairo",1 hour ago,سجاده شبه جديده انفرشت مره واحده قطيفه 2في 3.jpg,https://images.dubizzle.com.eg/thumbnails/137307327-400x300.jpeg,"سجاده شبه جديده انفرشت مره واحده قطيفه 2في 3. السعر: جنيه مصري 900. الموقع: Mokattam, Cairo. جديد تم النشر منذ 1 ساعة مضت.",Negotiable
مطبخ بالرخامه الشروق,"EGP 14,000","El Shorouk 2000, Shorouk City",1 hour ago,مطبخ بالرخامه الشروق.jpg,https://images.dubizzle.com.eg/thumbnails/137307311-400x300.jpeg,"مطبخ بالرخامه الشروق. السعر: جنيه مصري 14000. الموقع: El Shorouk 2000, Shorouk City.  تم النشر منذ 1 ساعة مضت.",Negotiable
أنتريه خشب زان,"EGP 18,000","Gesr Al Suez, Cairo",1 hour ago,أنتريه خشب زان.jpg,https://images.dubizzle.com.eg/thumbnails/137307351-400x300.jpeg,"أنتريه خشب زان. السعر: جنيه مصري 18000. الموقع: Gesr Al Suez, Cairo. مصنوع من الخشب تم النشر منذ 1 ساعة مضت.",Fixed
ركنه ٢. ٧٠ *٢. ٥,"EGP 9,500","Hadayek al-Ahram, Giza",1 hour ago,,https://images.dubizzle.com.eg/thumbnails/137307223-400x300.jpeg,"ركنه ٢. ٧٠ *٢. ٥. السعر: جنيه مصري 9500. الموقع: Hadayek al-Ahram, Giza.  تم النشر منذ 1 ساعة مضت.",Fixed
انتريه,"EGP 15,000","Panorama El Shorouk, Shorouk City",1 hour ago,انتريه.jpg,https://images.dubizzle.com.eg/thumbnails/134797873-400x300.jpeg,"انتريه. السعر: جنيه مصري 15000. الموقع: Panorama El Shorouk, Shorouk City.  تم النشر منذ 1 ساعة مضت.",Negotiable
فرش صالون و انتريه,"EGP 1,500","Markaz al-Giza, Giza",1 hour ago,فرش صالون و انتريه.jpg,https://images.dubizzle.com.eg/thumbnails/137306838-400x300.jpeg,"فرش صالون و انتريه. السعر: جنيه مصري 1500. الموقع: Markaz al-Giza, Giza.  تم النشر منذ 1 ساعة مضت.",Negotiable
أنتريه خشب زان,"EGP 18,000","Gesr Al Suez, Cairo",1 hour ago,أنتريه خشب زان.jpg,https://images.dubizzle.com.eg/thumbnails/137307351-400x300.jpeg,"أنتريه خشب زان. السعر: جنيه مصري 18000. الموقع: Gesr Al Suez, Cairo. مصنوع من الخشب تم النشر منذ 1 ساعة مضت.",Negotiable
سجاده شبه جديده انفرشت مره واحده قطيفه 2في 3,EGP 900,"Mokattam, Cairo",1 hour ago,سجاده شبه جديده انفرشت مره واحده قطيفه 2في 3.jpg,https://images.dubizzle.com.eg/thumbnails/137307327-400x300.jpeg,"سجاده شبه جديده انفرشت مره واحده قطيفه 2في 3. السعر: جنيه مصري 900. الموقع: Mokattam, Cairo. جديد تم النشر منذ 1 ساعة مضت.",Fixed
مطبخ بالرخامه الشروق,"EGP 14,000","El Shorouk 2000, Shorouk City",1 hour ago,مطبخ بالرخامه الشروق.jpg,https://images.dubizzle.com.eg/thumbnails/137307311-400x300.jpeg,"مطبخ بالرخامه الشروق. السعر: جنيه مصري 14000. الموقع: El Shorouk 2000, Shorouk City.  تم النشر منذ 1 ساعة مضت.",Fixed
ركنه ٢. ٧٠ *٢. ٥,"EGP 9,500","Hadayek al-Ahram, Giza",1 hour ago,,https://images.dubizzle.com.eg/thumbnails/137307223-400x300.jpeg,"ركنه ٢. ٧٠ *٢. ٥. السعر: جنيه مصري 9500. الموقع: Hadayek al-Ahram, Giza.  تم النشر منذ 1 ساعة مضت.",Negotiable
انتريه,"EGP 15,000","Panorama El Shorouk, Shorouk City",1 hour ago,انتريه.jpg,https://images.dubizzle.com.eg/thumbnails/134797873-400x300.jpeg,"انتريه. السعر: جنيه مصري 15000. الموقع: Panorama El Shorouk, Shorouk City.  تم النشر منذ 1 ساعة مضت.",Negotiable
فرش صالون و انتريه,"EGP 1,500","Markaz al-Giza, Giza",1 hour ago,فرش صالون و انتريه.jpg,https://images.dubizzle.com.eg/thumbnails/137306838-400x300.jpeg,"فرش صالون و انتريه. السعر: جنيه مصري 1500. الموقع: Markaz al-Giza, Giza.  تم النشر منذ 1 ساعة مضت.",Negotiable
شباك سعد,"EGP 2,500","Matareya, Cairo",1 hour ago,شباك سعد.jpg,https://images.dubizzle.com.eg/thumbnails/133297946-400x300.jpeg,"شباك سعد. السعر: جنيه مصري 2500. الموقع: Matareya, Cairo.  تم النشر منذ 1 ساعة مضت.",Fixed
ركنه 4 قطع,"EGP 7,000","15 May City, Cairo",1 hour ago,ركنه 4 قطع.jpg,https://images.dubizzle.com.eg/thumbnails/131363873-400x300.jpeg,"ركنه 4 قطع. السعر: جنيه مصري 7000. الموقع: 15 May City, Cairo.  تم النشر منذ 1 ساعة مضت.",Fixed
dinning,"EGP 6,000","Obour City, Cairo",1 hour ago,dinning.jpg,https://images.dubizzle.com.eg/thumbnails/137304340-400x300.jpeg,"dinning. السعر: جنيه مصري 6000. الموقع: Obour City, Cairo.  تم النشر منذ 1 ساعة مضت.",Fixed
سرير استعمال شهرين ٢٤٠*٢٤٠ كبير مع اتنين كمود خشب زان,"EGP 15,000","Mivida Compound, New Cairo",1 hour ago,سرير استعمال شهرين ٢٤٠٢٤٠ كبير مع اتنين كمود خشب زان.jpg,https://images.dubizzle.com.eg/thumbnails/137306557-400x300.jpeg,"سرير استعمال شهرين ٢٤٠*٢٤٠ كبير مع اتنين كمود خشب زان. السعر: جنيه مصري 15000. الموقع: Mivida Compound, New Cairo. مصنوع من الخشب تم النشر منذ 1 ساعة مضت.",Fixed
صالون مدهب فرنسي للبيع,"EGP 18,000","Agouza, Giza",1 hour ago,صالون مدهب فرنسي للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137305967-400x300.jpeg,"صالون مدهب فرنسي للبيع. السعر: جنيه مصري 18000. الموقع: Agouza, Giza.  تم النشر منذ 1 ساعة مضت.",Negotiable
بايوة و ترابيزة مستطيلة للبيع,"EGP 1,850","Al Narges, New Cairo",1 hour ago,بايوة و ترابيزة مستطيلة للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137166629-400x300.jpeg,"بايوة و ترابيزة مستطيلة للبيع. السعر: جنيه مصري 1850. الموقع: Al Narges, New Cairo.  تم النشر منذ 1 ساعة مضت.",Fixed
للبيع بسعر مغري جداً  سرير أطفال,EGP 850,"Dahab Island, Giza",1 hour ago,للبيع بسعر مغري جداً  سرير أطفال.jpg,https://images.dubizzle.com.eg/thumbnails/137306497-400x300.jpeg,"للبيع بسعر مغري جداً  سرير أطفال. السعر: جنيه مصري 850. الموقع: Dahab Island, Giza.  تم النشر منذ 1 ساعة مضت.",Fixed
قلم كارتير ذهب,"EGP 100,000","Ismailia City, Ismailia",1 hour ago,قلم كارتير ذهب.jpg,https://images.dubizzle.com.eg/thumbnails/137306458-400x300.jpeg,"قلم كارتير ذهب. السعر: جنيه مصري 100000. الموقع: Ismailia City, Ismailia.  تم النشر منذ 1 ساعة مضت.",Fixed
بيع نجف بسعر الجمله,"EGP 1,000","Matareya, Cairo",1 hour ago,بيع نجف بسعر الجمله.jpg,https://images.dubizzle.com.eg/thumbnails/131157480-400x300.jpeg,"بيع نجف بسعر الجمله. السعر: جنيه مصري 1000. الموقع: Matareya, Cairo.  تم النشر منذ 1 ساعة مضت.",Negotiable
سفرة خشب زان بحالة جيدة,"EGP 5,000","6th of October, Giza",1 hour ago,سفرة خشب زان بحالة جيدة.jpg,https://images.dubizzle.com.eg/thumbnails/137306237-400x300.jpeg,"سفرة خشب زان بحالة جيدة. السعر: جنيه مصري 5000. الموقع: 6th of October, Giza. مصنوع من الخشب • حالة جيدة تم النشر منذ 1 ساعة مضت.",Fixed
نيش وبوفيه انتيكات,"EGP 20,000","Heliopolis, Cairo",1 hour ago,نيش وبوفيه انتيكات.jpg,https://images.dubizzle.com.eg/thumbnails/19410561-400x300.jpeg,"نيش وبوفيه انتيكات. السعر: جنيه مصري 20000. الموقع: Heliopolis, Cairo.  تم النشر منذ 1 ساعة مضت.",Negotiable
سجاده النساجون الشرقيون للبيع,"EGP 3,500","Shorouk City, Cairo",1 hour ago,سجاده النساجون الشرقيون للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137306033-400x300.jpeg,"سجاده النساجون الشرقيون للبيع. السعر: جنيه مصري 3500. الموقع: Shorouk City, Cairo.  تم النشر منذ 1 ساعة مضت.",Negotiable
قطاعة لانشون و رومي يدوي,EGP 500,"Asyut City, Asyut",1 hour ago,قطاعة لانشون و رومي يدوي.jpg,https://images.dubizzle.com.eg/thumbnails/84690287-400x300.jpeg,"قطاعة لانشون و رومي يدوي. السعر: جنيه مصري 500. الموقع: Asyut City, Asyut.  تم النشر منذ 1 ساعة مضت.",Negotiable
لمحبي الزهور و النباتات بيع زرع بلكونة كامل بسبب السفر,EGP 800,"Dahab Island, Giza",1 hour ago,لمحبي الزهور و النباتات بيع زرع بلكونة كامل بسبب السفر.jpg,https://images.dubizzle.com.eg/thumbnails/137305897-400x300.jpeg,"لمحبي الزهور و النباتات بيع زرع بلكونة كامل بسبب السفر. السعر: جنيه مصري 800. الموقع: Dahab Island, Giza.  تم النشر منذ 1 ساعة مضت.",Fixed
انتريه خشب للبيع,"EGP 9,000","Darb al-Ahmar, Cairo",2 hours ago,انتريه خشب للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137305620-400x300.jpeg,"انتريه خشب للبيع. السعر: جنيه مصري 9000. الموقع: Darb al-Ahmar, Cairo. مصنوع من الخشب تم النشر منذ 2 ساعةs مضت.",Fixed
الشيخ زايد وصله دهشور كمبوند جنه أكتوبر,"EGP 7,000","Sheikh Zayed, Giza",2 hours ago,الشيخ زايد وصله دهشور كمبوند جنه أكتوبر.jpg,https://images.dubizzle.com.eg/thumbnails/137161575-400x300.jpeg,"الشيخ زايد وصله دهشور كمبوند جنه أكتوبر. السعر: جنيه مصري 7000. الموقع: Sheikh Zayed, Giza.  تم النشر منذ 2 ساعةs مضت.",Negotiable
كنبه مستعمله سنه فقط من IKEA,"EGP 10,000","New Cairo, Cairo",2 hours ago,كنبه مستعمله سنه فقط من IKEA.jpg,https://images.dubizzle.com.eg/thumbnails/135447159-400x300.jpeg,"كنبه مستعمله سنه فقط من IKEA. السعر: جنيه مصري 10000. الموقع: New Cairo, Cairo. مستعمل تم النشر منذ 2 ساعةs مضت.",Fixed
ستارة ببلتكانه,EGP 500,"Shubra al-Khaimah, Qalyubia",2 hours ago,ستارة ببلتكانه.jpg,https://images.dubizzle.com.eg/thumbnails/127553947-400x300.jpeg,"ستارة ببلتكانه. السعر: جنيه مصري 500. الموقع: Shubra al-Khaimah, Qalyubia.  تم النشر منذ 2 ساعةs مضت.",Negotiable
مظبح كامل بالرخام ألومنيوم 4×4 مع رخام جلاكسى اسود,"EGP 9,500","Zohour District, Port Said",2 hours ago,مظبح كامل بالرخام ألومنيوم 4×4 مع رخام جلاكسى اسود.jpg,https://images.dubizzle.com.eg/thumbnails/135295972-400x300.jpeg,"مظبح كامل بالرخام ألومنيوم 4×4 مع رخام جلاكسى اسود. السعر: جنيه مصري 9500. الموقع: Zohour District, Port Said.  تم النشر منذ 2 ساعةs مضت.",Fixed
نيش درفتين,"EGP 3,500","Shubra al-Khaimah, Qalyubia",2 hours ago,نيش درفتين.jpg,https://images.dubizzle.com.eg/thumbnails/127552725-400x300.jpeg,"نيش درفتين. السعر: جنيه مصري 3500. الموقع: Shubra al-Khaimah, Qalyubia.  تم النشر منذ 2 ساعةs مضت.",Fixed
بيع اشياء مختلفة للتواصل 01020372085,EGP 700,"Khosous, Qalyubia",2 hours ago,بيع اشياء مختلفة للتواصل 01020372085.jpg,https://images.dubizzle.com.eg/thumbnails/135104528-400x300.jpeg,"بيع اشياء مختلفة للتواصل 01020372085. السعر: جنيه مصري 700. الموقع: Khosous, Qalyubia.  تم النشر منذ 2 ساعةs مضت.",Negotiable
نجف للبيع,"EGP 1,500","Marg, Cairo",2 hours ago,نجف للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/62704844-400x300.jpeg,"نجف للبيع. السعر: جنيه مصري 1500. الموقع: Marg, Cairo.  تم النشر منذ 2 ساعةs مضت.",Fixed
كاسيو للبيع,"EGP 2,400","Marg, Cairo",2 hours ago,كاسيو للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/36627120-400x300.jpeg,"كاسيو للبيع. السعر: جنيه مصري 2400. الموقع: Marg, Cairo.  تم النشر منذ 2 ساعةs مضت.",Fixed
